3782	7253	
2654	6032	
6056	7332	
1836	8508	
3101	13845	
3733	14761	
6773	10896	
719	9944	
5815	12197	
9327	3094	
6500	1701	
2017	3846	
6173	1739	
13213	8530	
7351	4935	
12142	13222	
4196	9271	
8485	1393	
4526	12290	
14130	7840	
12221	10443	
6706	8745	
6704	1886	
13612	11225	
11712	10634	
7941	5394	
10063	12979	
12619	6493	
4608	5258	
14759	4160	
7568	12308	
9723	6300	
14753	1596	
9395	8245	
4800	10190	
12953	2799	
13132	11337	
688	12513	
9727	2183	
11010	5089	
10458	3444	
4645	7884	
8952	6177	
6784	10384	
5468	7836	
1523	3904	
13743	12102	
484	1834	
13929	13712	
9238	7905	
6089	13419	
10068	7507	
4344	3939	
1340	7022	
7543	2190	
846	10499	
11305	8247	
4027	13903	
3698	5074	
4579	5682	
11303	13627	
2895	10326	
7672	6784	
9445	3038	
11288	3455	
12481	8336	
12821	14645	
888	4713	
10795	1093	
9264	13459	
13715	81	
5084	1021	
3576	3807	
11588	13631	
13706	13547	
3448	3049	
2107	8333	
925	11999	
3287	6311	
10312	6787	
14953	2390	
9944	5127	
5465	2618	
6472	4661	
8377	2979	
4362	1189	
8759	9522	
7407	14626	
8988	8697	
5666	11369	
11347	3632	
5613	55	
11605	5389	
12186	13278	
5857	10879	
12308	3260	
5586	575	
2783	13017	
2408	12884	
2193	7682	
3248	12041	
8476	3935	
14447	5829	
988	10037	
9626	8503	
14754	14408	
4913	14292	
11283	3177	
5457	11503	
11947	120	
2385	10179	
963	3847	
2461	6608	
13178	14266	
6606	11888	
5551	2870	
13570	12356	
3316	3733	
10223	8032	
9254	771	
5691	10575	
14849	13305	
13472	2844	
3296	13948	
643	13895	
5067	392	
4371	3945	
7681	12782	
9166	3940	
28	3519	
13823	5169	
6725	2636	
12812	4319	
10724	13252	
10596	173	
3625	14769	
14734	7308	
13001	1727	
708	1548	
4856	6090	
4607	13769	
14213	10355	
10420	14658	
11387	3406	
13291	1119	
4187	7747	
3752	4348	
3023	14703	
1546	7294	
13762	11287	
10585	5288	
10603	13201	
6182	9266	
11448	3774	
666	14687	
8158	11000	
3560	14602	
11151	9284	
13094	6837	
11637	3155	
726	14125	
11810	11747	
14076	10509	
3490	11877	
11488	6765	
5544	7443	
11331	10638	
10285	7576	
10998	14013	
1584	5339	
6941	4466	
10719	13138	
9323	13957	
3051	4191	
10495	11308	
7058	3169	
10725	14514	
6301	10474	
655	12719	
650	6000	
3169	4448	
9836	14707	
4445	12243	
10318	482	
13819	11794	
7575	6586	
7018	6857	
6230	6187	
5860	14709	
119	9705	
4915	3763	
5662	284	
1921	2899	
12468	9710	
4711	14042	
1990	11387	
10611	14809	
13379	9891	
11619	192	
9219	3985	
851	14399	
13061	11403	
14911	5824	
481	12742	
13856	9590	
14805	7972	
5072	2782	
2696	10593	
2698	6711	
9174	9772	
6825	14262	
4705	376	
10707	7202	
4656	6257	
14649	6511	
9959	9867	
13654	4462	
12394	9262	
7561	7513	
10119	327	
10193	9155	
5943	13776	
5045	7638	
13953	5696	
9637	2751	
2644	3341	
4632	5964	
12654	9317	
2859	11949	
9341	1187	
5234	3208	
609	4799	
8422	2542	
3805	4791	
8995	8740	
14312	13617	
12005	7300	
4036	14915	
11079	6305	
8322	7897	
14343	13298	
9544	14661	
13361	4061	
9665	4733	
5606	3141	
5679	3926	
3497	11646	
3263	2775	
12247	7293	
6313	14144	
6224	14405	
11002	12841	
5382	10356	
13656	3231	
14841	13188	
2729	13761	
14748	6733	
14496	8681	
760	9031	
8670	5389	
13674	10334	
9609	725	
5940	9454	
6419	3872	
10589	14726	
12466	1759	
13709	11241	
14695	12715	
12018	399	
5149	3562	
4240	7538	
14528	11500	
11592	7236	
7008	8708	
10760	13934	
2232	9746	
11323	14551	
11829	14204	
12484	4371	
2549	14588	
8372	9541	
2223	12398	
11587	14412	
178	5459	
9585	6793	
8071	9384	
1720	2205	
14173	8728	
2003	3555	
12546	174	
10525	5597	
12542	8763	
9314	11854	
5912	512	
8891	4601	
796	12585	
10365	5189	
5597	10414	
2296	14374	
14596	2247	
5733	14744	
1250	11524	
11281	5682	
4458	4638	
703	14741	
